lat,lng
4.551092460000000273e+01,9.226431100000000995e+00
4.548187739999999479e+01,9.200040800000001795e+00
4.548559881670335869e+01,9.209466540943253676e+00
4.548438685355661448e+01,9.215238924173377200e+00
4.547903179999999423e+01,9.209804099999999494e+00
4.549303715506297863e+01,9.225323077785448689e+00
4.547780118040849828e+01,9.226876453731392758e+00
4.547087549420750463e+01,9.218806678976532609e+00
4.549447724531136572e+01,9.206567914726292656e+00
4.547442950784527937e+01,9.206045599019603287e+00
4.550767089822112155e+01,9.245119946219688245e+00
4.549731675404809295e+01,9.197392068399949494e+00
4.551446794601569934e+01,9.194856861992207087e+00
4.551885410000001286e+01,9.207459899999999919e+00
4.548411220000001265e+01,9.240638000000000574e+00
4.548787097641628918e+01,9.187249223470189463e+00
