lat,lng
4.551855195218531236e+01,9.232847963471366270e+00
4.551764032603476551e+01,9.215344244495632609e+00
4.551486292150574542e+01,9.211410191859810581e+00
4.551103909039238005e+01,9.207002740116656980e+00
4.550656279857206243e+01,9.208033874339520253e+00
4.550108882846807035e+01,9.203590750606222670e+00
4.549703275192514695e+01,9.203701501237523175e+00
4.549465840826507446e+01,9.207324589174485041e+00
4.549024280767386585e+01,9.203686656342865646e+00
4.548554216857575483e+01,9.199193736099777752e+00
4.548553553411484529e+01,9.205718142634102819e+00
4.548445546910062376e+01,9.209221522072946087e+00
4.548294313494871233e+01,9.212372421584747784e+00
4.548095139026375477e+01,9.213481335297352359e+00
4.547808879877261745e+01,9.213375924334137324e+00
4.547691152135594450e+01,9.218774906020069437e+00
4.547687398983576657e+01,9.222903706833406545e+00
4.547710424676870389e+01,9.225707312440071917e+00
4.547606231876681449e+01,9.229393470447373460e+00
4.547769125712029847e+01,9.241598530580031223e+00
