lat,lng
4.551092460000000273e+01,9.226431100000000995e+00
4.548527179299986045e+01,9.203560775537651395e+00
4.548187948775664324e+01,9.211688943521949113e+00
4.548827817334837675e+01,9.211301069304681732e+00
4.547820820000001163e+01,9.208867399999999037e+00
4.549314887713109101e+01,9.222264084177140830e+00
4.548468657143771310e+01,9.215918790425346785e+00
4.547150061927465714e+01,9.214702917870681631e+00
4.549687221868589404e+01,9.207956846654496985e+00
4.547465503158021960e+01,9.205539478234641138e+00
4.550767089822112155e+01,9.245119946219688245e+00
4.549104024329854923e+01,9.233917250840249835e+00
4.548048762140557244e+01,9.198669711253955938e+00
4.548914563761096019e+01,9.187613360092088399e+00
4.547811979851263686e+01,9.217399866611117432e+00
4.549731675404809295e+01,9.197392068399949494e+00
4.551885410000001286e+01,9.207459899999999919e+00
4.551446794601569934e+01,9.194856861992207087e+00
4.548138275617864679e+01,9.242106083464136645e+00
4.547538956288614997e+01,9.225206151463000381e+00
