lat,lng
4.550295859211664862e+01,9.225899994898895784e+00
4.548593984562532455e+01,9.208830063785510944e+00
4.548187948775664324e+01,9.211688943521949113e+00
4.548456972656589414e+01,9.215310108284029411e+00
4.547757541982417706e+01,9.208322719049080618e+00
4.549128204767768580e+01,9.221174567334060157e+00
4.547916822469856868e+01,9.216709524619432159e+00
4.547142916072034780e+01,9.217000500569840327e+00
4.549495306274489081e+01,9.209352281790415873e+00
4.547447306892728136e+01,9.205341516728594797e+00
4.550767089822112155e+01,9.245119946219688245e+00
4.548437299999999794e+01,9.226190900000000639e+00
4.548187739999999479e+01,9.200040800000001795e+00
4.548787097641628918e+01,9.187249223470189463e+00
4.547349047983905734e+01,9.227414899461564346e+00
4.549731675404809295e+01,9.197392068399949494e+00
4.551825831683530055e+01,9.212832235696851058e+00
4.551446794601569934e+01,9.194856861992207087e+00
4.548411220000001265e+01,9.240638000000000574e+00
