lat,lng
4.551983601428329962e+01,9.224060656472625297e+00
4.551581086745378002e+01,9.210622435122488127e+00
4.550920772051448182e+01,9.210409493974964334e+00
4.550270844526796310e+01,9.210569731473922772e+00
4.549791671900739942e+01,9.204100454306162860e+00
4.549495263976627513e+01,9.205724606335591531e+00
4.549223413390753734e+01,9.205338481858566624e+00
4.548956027788000966e+01,9.207733700843546032e+00
4.548654026862464406e+01,9.206444482559712483e+00
4.548474419822409942e+01,9.206926506909413277e+00
4.548341986134010995e+01,9.209320741417499789e+00
4.548289198780859266e+01,9.212927850883176006e+00
4.548076086189620781e+01,9.213055281075446246e+00
4.547906710259258034e+01,9.214311550610240431e+00
4.547811107119017038e+01,9.219587286507616497e+00
4.547645058772973670e+01,9.221754262674954461e+00
4.547573745674439749e+01,9.224905744698901344e+00
4.547505986161545621e+01,9.230224713022000316e+00
4.547626529270732476e+01,9.241466687806262570e+00
