lat,lng
4.551985473390687531e+01,9.223040499357134436e+00
4.551533054156091396e+01,9.210101346819753232e+00
4.550824926428759909e+01,9.211560512685906588e+00
4.550178303741206776e+01,9.211004884242843360e+00
4.549711227752477782e+01,9.203573011872494547e+00
4.549394385575453725e+01,9.205077306509402035e+00
4.549166223762481565e+01,9.206738705590447935e+00
4.548744238972446396e+01,9.204908140111399462e+00
4.548575294458593987e+01,9.207069221695190819e+00
4.548479225238749990e+01,9.209921379653998486e+00
4.548272525225605278e+01,9.210659560271762913e+00
4.548167131295287646e+01,9.212965910656576440e+00
4.547910601293735056e+01,9.212923576493221134e+00
4.547879304656517263e+01,9.218941435900235959e+00
4.547654464273337283e+01,9.221034231178570906e+00
4.547625394068705873e+01,9.224892299573696164e+00
4.547420755413981652e+01,9.228469135735712925e+00
4.547665316450564887e+01,9.241339644762359029e+00
